Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
Bad Habit,Gemini Rights,Steve Lacy,2022-07-14,USRC12202615,"1,686",35.6,1087201670,2735,1047977,45.0
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,2019-06-26,GBUM71902944,"1,677",35.6,756657781,127019,21769100,66.0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (220 KID x Billen Ted Remix),Nathan Evans,2021-01-21,GBUM72100298,"1,691",35.5,443854471,114482,30042982,63.0
Angels Like You,Plastic Hearts,Miley Cyrus,2020-11-27,USRC12003754,"1,697",35.5,940796773,89447,36703975,77.0
Call It Love,Call It Love,Felix Jaehn,2022-09-16,DEUM72204750,"1,693",35.5,283002053,49454,65339595,73.0
Rodeo (Remix),Rodeo (Remix) - Single,Lah Pat,2023-02-24,USAT22301387,"1,695",35.5,160163510,26131,10508416,72.0
Vete,Vete,Bad Bunny,2019-11-21,QMFME1914637,"1,702",35.4,991885224,101177,25041872,64.0
What If,What If,Johnny Orlando,2018-05-18,CAGFE1800001,"1,707",35.4,183453795,33551,4047671,57.0
Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,2019-10-18,US2BU1901810,"1,700",35.4,375589989,43389,18068383,59.0
Where the Wild Things Are,Gettin' Old,Luke Combs,2023-03-24,US6XF2200441,"1,701",35.4,188142444,23954,22829582,80.0
ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,2022-10-17,USA2P2230329,"1,704",35.4,458713465,29686,8500191,70.0
This Girl (Kungs Vs. Cookin' On 3 Burners),This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,2016-02-19,FR9W11601798,"1,719",35.3,1121107262,193004,76999574,75.0
Sent Gamkauwa,Sent Gamkauwa,Shivani Singh,2023-05-19,ING642303429,"1,717",35.3,29424141,487,282647,62.0
I Hope,I Hope,Gabby Barrett,2019-01-25,TCAEB1919657,"1,714",35.3,399778802,50441,13504790,66.0
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2020-02-14,QZAPK1900020,"1,709",35.3,675082623,167727,15198984,73.0
Bite Me,DARK BLOOD,ENHYPEN,2023-05-22,USA2P2319853,"1,713",35.3,263851286,17657,7369849,73.0
Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,2018-08-17,GBARL1801049,"1,711",35.3,1036104210,125480,39427143,69.0
Outside (feat. Ellie Goulding),Full Circle: The Live Anthology,Calvin Harris,2011-11-20,GBARL1401201,"1,708",35.3,1128783268,167396,68560436,79.0
Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,2022-09-22,DECE72202389,"1,723",35.2,201638049,82200,8134899,62.0
Sin Querer,Sin Querer - Single,Fer Vazquez,2023-12-14,ARC082300049,"1,720",35.2,46660424,4000,10260168,67.0
TOMBOY,I NEVER DIE,(G)I-DLE,2022-03-14,KRA392100080,"1,724",35.2,286016224,26565,10803270,67.0
Everything I Love,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300803,"1,722",35.2,173756454,32550,3744217,68.0
INFERNO,INFERNO,Sub Urban,2021-08-13,USWB12101521,"1,730",35.1,233661226,44552,8372930,60.0
bury a friend,bury a friend,Billie Eilish,2019-01-30,USUM71900770,"1,739",35.0,1014870547,114243,30570088,68.0
"Alone, Pt. II","Alone, Pt. II",Alan Walker,2019-12-27,NOG841907010,"1,740",35.0,606284550,81259,19361013,69.0
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,2023-03-15,QZES92330937,"1,734",35.0,222975417,36832,6604256,71.0
Abcdario,Abcdario,Eden Muï¿½ï,2023-05-13,MXB952300035,"1,738",35.0,262504588,19709,8079760,72.0
double take,double take,Dhruv,2019-05-24,GBMJG1911043,"1,737",35.0,826685494,106975,21112809,76.0
Ni Una Ni Dos,Ni Una Ni Dos,BM,2023-06-28,UYB282364003,"1,743",34.9,139873877,17771,7444560,65.0
Un Desperdicio,Un Desperdicio,Rels B,2024-04-25,UYB282476008,"1,750",34.9,62552825,3045,44211129,78.0
El Boss,El Boss,Gabito Ballesteros,2024-03-28,USA2P2415440,"1,746",34.9,81942319,3580,30332860,84.0
5 Foot 9,5 Foot 9,Tyler Hubbard,2022-05-20,USUM72206482,"1,742",34.9,193680404,27754,13141220,65.0
Broadway Girls (feat. Morgan Wallen),Broadway Girls (feat. Morgan Wallen),Lil Durk,2021-12-17,USQX92105926,"1,758",34.8,344369903,66276,8339705,72.0
I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,2015-07-24,USUM71509342,"1,757",34.8,1949596473,230708,75554079,76.0
El Efecto,El Efecto,Rauw Alejandro,2019-03-15,QM4TX1940916,"1,766",34.7,580054244,72991,32213511,72.0
What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,2017-08-30,USUM71709292,"1,763",34.7,1206495254,92624,27086243,68.0
Dream Girl,Dream Girl,Izellah,2023-03-23,SGB502323140,"1,762",34.7,377401,48,19503,30.0
Kehribar,Kehribar - Single,Burak Bulut,2023-09-29,DGA092378278,"1,761",34.7,68985345,7062,5463250,67.0
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,2022-08-17,GBK6Y2251421,"1,776",34.6,170829903,97012,41938004,68.0
BBY BOO (REMIX),BBY BOO (REMIX),iZaak,2024-03-27,USWL12400891,"1,771",34.6,92573075,9510,54471531,80.0
What My World Spins Around,What My World Spins Around,Jordan Davis,2022-05-27,USUM72208440,"1,769",34.6,225128269,23133,12193936,71.0
HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,USSM12006375,"1,774",34.6,551719564,101852,11132603,61.0
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,GBAHS1900885,"1,775",34.6,1394345347,119546,43578048,66.0
Son Of A Sinner,Ballads Of The Broken,Jelly Roll,2021-09-17,QMRSZ2102218,"1,773",34.6,189577521,32091,3315491,70.0
Animals,Full Circle: The Live Anthology,Maroon 5,2011-11-20,USUM71409576,"1,772",34.6,1365755853,183681,46890920,74.0
DNA,Love Yourself ï¿½ï¿½ï¿½,BTS,2017-09-18,KRA381702187,"1,778",34.5,632727904,26053,8457280,63.0
EL BARCO,EL BARCO,KAROL G,2021-03-25,USUM72023902,"1,780",34.5,304116211,21517,8048081,72.0
Ahora Dice,Ahora Dice,Chris Jedi,2017-03-17,USUM71606219,"1,779",34.5,661732009,61561,20760337,68.0
Breakfast Challenge Song (Slowly),Breakfast Challenge Song (Slowly),SPENCE,2021-06-22,TCAFQ2131059,"1,781",34.5,861521,374,206771,14.0
Heaven,Heaven,Niall Horan,2023-02-17,USUG12300779,"1,784",34.5,229993968,29447,13951617,68.0
Pipoco,Pipoco,Ana Castela,2022-05-20,BXHZ02200008,"1,794",34.4,238890270,27066,8621319,60.0
Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,USSM12104771,"1,791",34.4,499085551,64967,25228814,62.0
DNA (Loving You) [feat. Hannah Boleyn],DNA (Loving You) [feat. Hannah Boleyn] - Single,Billy Gillies,2023-07-28,USAT22307379,"1,792",34.4,71722674,15522,22597896,68.0
The Magic Bomb,The Magic Bomb,Hoï¿½ï¿½ng ,2021-04-20,NLZ542100934,"1,788",34.4,4224438,2333,240248,31.0
How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Auli'i Cravalho,2016-11-18,USWD11677855,"1,793",34.4,611088459,48476,19235449,67.0
Static,Gemini Rights,Steve Lacy,2022-07-15,USRC12202285,"1,786",34.4,304386086,69159,17570340,72.0
Komet,Komet,Udo Lindenberg,2023-01-19,DEA622202192,"1,796",34.3,223211332,47584,5249832,68.0
In the End,Hybrid Theory (Bonus Track Version),Linkin Park,2000-10-24,USWB10002407,"1,803",34.3,2045512421,324745,99290558,82.0
La Bicicleta,La Bicicleta,Carlos Vives,2016-05-27,USSD11600112,"1,802",34.3,697574595,60309,20351309,69.0
Hecha Pa' Mi,Mas Negro Que Rojo,Boza,2020-07-31,USSD12000196,"1,797",34.3,627556563,87091,25572110,67.0
Calling My Spirit,Calling My Spirit,Kodak Black,2018-11-30,USAT21812416,"1,799",34.3,298721490,69136,7558306,59.0
Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,USUYG1156894,"1,812",34.2,1590659204,203764,34418293,77.0
Maria Mariah,Maria Mariah,JC NO BEAT,2023-11-17,BCLWS2302458,"1,811",34.2,33605864,12453,3161785,32.0
Danza Kuduro (feat. Lucenzo),100% tubes de l'ï¿½ï¿½tï¿½ï¿½ 2018 : La bande son 100,Don Omar,2018-06-15,FR6F31821340,"1,809",34.2,1655575417,1108,64350,40.0
Me Niego (feat. Ozuna & Wisin),Me Niego,Reik,2018-02-16,MXF011800071,"1,814",34.2,708166969,58098,19508090,66.0
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,2023-06-22,INW262317735,"1,823",34.1,208410725,14238,8924766,66.0
Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2018-10-25,USWB11802264,"1,815",34.1,587673746,88533,17023029,65.0
Save Your Tears,After Hours (Deluxe),The Weeknd,2020-03-20,USUG12000669,"1,827",34.0,1995511952,8264,1155540,49.0
Padam Padam,Padam Padam,Kylie Minogue,2023-05-18,GB5KW2301017,"1,826",34.0,142783595,27586,18160338,43.0
Pacto (feat. Bryant Myers & Dei V) - Remix,Pacto (Remix) [feat. Bryant Myers & Dei V],Jay Wheeler,2023-07-28,USUYG1499990,"1,829",34.0,112634428,23871,11484313,64.0
SNAP,SNAP - Single,Rosa Linn,2022-03-19,QM4TX2221661,"1,828",34.0,1033308414,53249,27556242,1.0
Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,2022-03-18,UKWLG2200001,"1,825",34.0,371288040,69527,53951706,69.0
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,2021-10-30,INUM72100076,"1,832",34.0,185690034,20169,4249749,62.0
Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,2023-04-24,USA2P2310675,"1,839",33.9,210481840,14690,8191208,67.0
Diamonds,Diamonds,Sam Smith,2020-09-17,GBUM72002531,"1,835",33.9,411109963,53928,10287976,58.0
It's Not Right But It's Okay,It's Not Right (But It's Ok),Mr. Belt & Wezol,2024-02-23,NLP762300246,"1,841",33.9,56343820,9047,82301244,78.0
Sweet Dreams,Sweet Dreams,Koe Wetzel,2024-05-17,USQX92401736,"1,836",33.9,20827832,2016,9370898,75.0
Mittelmeer,Mittelmeer,Pashanim,2024-05-23,DECE72400931,"1,840",33.9,20583156,3159,12002200,76.0
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,2023-05-17,QZVFR2301356,"1,848",33.8,184630078,29450,3853996,69.0
We Are The People - southstar Remix,We Are The People (Southstar Remix),Empire Of The Sun,2023-02-17,AU2DY2300031,"1,847",33.8,131670125,46791,23537698,66.0
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,GBAHS2100229,"1,845",33.8,329901408,127068,10900641,59.0
Piyar Farak Wali,Piyar Farak Wali,Pawan Singh,2023-04-24,ING642302554,"1,846",33.8,30668840,681,196547,60.0
LOVE YOU BETTER,I NEVER LIKED YOU,Future,2022-04-29,USSM12203790,"1,843",33.8,128787729,37150,4216777,63.0
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,KRA401700174,"1,858",33.7,594775179,39525,11903640,70.0
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,QMCE31500250,"1,863",33.7,808010338,130977,25603956,71.0
DE LUNES A LUNES,DE LUNES A LUNES - Single,Manuel Turizo,2023-08-24,QZDYA1800274,"1,856",33.7,178247858,12797,13650757,73.0
Look At Me!,Look At Me!,XXXTENTACION,2017-02-20,USUYG1131080,"1,864",33.7,1432465000,178342,32522476,75.0
Thang For You (feat. No Cap),Thang For You (feat. No Cap),Rylo Rodriguez,2023-06-23,QZUZR2307704,"1,860",33.7,34566972,14562,6350457,54.0
Before You Leave Me,Before You Leave Me,Alex Warren,2024-02-16,USAT22314248,"1,854",33.7,99946842,9128,36536793,78.0
XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,USAT21703440,"1,855",33.7,2123458039,250221,69341164,77.0
Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-11-30,GBARL1801571,"1,852",33.7,942092206,129847,59476416,68.0
Pump,Pump,Valentino Khan,2017-05-26,USZ4V1700087,"1,873",33.6,67890975,26030,3848842,42.0
Higher Love,Higher Love,Kygo,2019-06-28,USRC11901901,"1,875",33.6,943137389,117582,79382957,67.0
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],TWISTED,2022-09-28,QZNWZ2297541,"1,868",33.6,299202591,67616,26749482,67.0
Love Lies (with Normani),Love Lies,Khalid,2018-02-14,USRC11703646,"1,865",33.6,937339123,96612,21547967,67.0
El Tï¿½ï¿½,El Tï¿½ï¿½,Grupo Firme,2020-10-27,QZDQH1906375,"1,877",33.6,432634168,31429,17749866,59.0
Sorriso no Rosto,Sorriso no Rosto,Mc IG,2024-05-28,BRWMB2400738,"1,874",33.6,11576361,935,26514018,71.0
"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,USUG12101248,"1,878",33.6,884616492,101479,24049783,77.0
ICU,ICU,Coco Jones,2022-10-21,USUM72216687,"1,881",33.5,52106559,13612,2835147,61.0
24K Magic,"NOW That's What I Call Music, Vol. 61",Bruno Mars,2017-01-27,USAT21603246,"1,882",33.5,1425996809,995,505357,32.0
Joy (In My Own Time) - Tribe Song,Joy (In My Own Time) [Tribe Song],DAMIEN,2023-03-31,AUMEV2312696,"1,880",33.5,6300,10,398,3.0
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,USRC11600042,"1,883",33.5,1320205697,124827,38410821,71.0
When It Comes To You,When It Comes To You,Fridayy,2023-07-21,USUM72309787,"1,884",33.4,36398813,7606,12388422,62.0
Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,2022-09-19,SGB502242208,"1,891",33.4,32642,7,2063,1.0
Libaas,Libaas,Kaka,2020-11-19,INS402000018,"1,889",33.4,76630812,8933,1073356,51.0
OOOUUU,OOOUUU,Young M.A,2016-05-20,US6YF1600026,"1,888",33.4,316267018,68407,10932431,60.0
Flooded The Face,Pink Tape,Lil Uzi Vert,2023-06-30,USAT22306846,"1,885",33.4,125102655,54044,18974212,66.0
SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,2022-12-20,USAT22223103,"1,895",33.3,519330096,67639,18087902,74.0
Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,2023-03-24,BRUM72202351,"1,899",33.3,23883628,1390,2563092,51.0
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,GBAHS1701239,"1,893",33.3,1124147912,131363,33090658,65.0
Been Like This,Been Like This,Meghan Trainor,2024-03-14,USSM12401540,"1,903",33.2,44441672,3110,21182930,24.0
Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is The Mission,Major Lazer,2015-05-29,QMUY41500182,"1,907",33.2,1293191157,147868,30229579,72.0
The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,2017-12-15,USRC11702939,"1,909",33.2,463298197,63764,17642317,66.0
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,2022-05-20,QMRSZ2200986,"1,906",33.2,156975001,21559,5658951,68.0
Ya Acabo,"DEV, Vol. 2",Marca MP,2021-02-19,QZFZ62111678,"1,916",33.1,340744110,34114,13462017,65.0
DOGTOOTH,DOGTOOTH,"Tyler, The Creator",2023-03-27,USQX92301932,"1,914",33.1,141377619,54114,7207419,66.0
"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,2021-12-14,INS182116113,"1,917",33.1,125396685,6443,2952745,55.0
Go Back (feat. Julia Church),Go Back (feat. Julia Church),John Summit,2024-05-16,USUG12402628,"1,913",33.1,12724701,3327,49830444,72.0
Did It Again,Did It Again,Lil Tecca,2019-07-24,USUG11902664,"1,923",33.0,440181206,87099,9847312,69.0
"QUï¿½ï¿½TENME EL TELï¿½ï¿½FONO (feat. Yandel, Jay ",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400695,"1,919",33.0,39876490,5502,29909107,70.0
"Tshwala Bam (feat. S.N.E, EeQue)","Tshwala Bam (feat. S.N.E, EeQue)",TitoM,2024-02-23,ZA56E2415633,"1,927",33.0,30674267,5326,8199508,68.0
Cheap Thrills,This Is Acting,Sia,2016-01-29,USRC11600201,"1,924",33.0,699374947,88850,23034012,72.0
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,2023-01-13,ITB002200841,"1,925",33.0,239288183,42084,9541843,71.0
Meridian,Meridian,Dave,2023-08-24,GBUM72306716,"1,921",33.0,81911061,28740,4403115,3.0
Ten by Ten,Lazy Mechanics,Carrier,2023-02-24,UKMDH2100069,"1,929",33.0,2265,37,2401,1.0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,ANNA ASTI,2023-07-14,RUA1D2370675,"1,922",33.0,17080355,5909,554886,53.0
ON,MAP OF THE SOUL : 7,BTS,2020-02-21,QM4TX2001949,"1,939",32.9,452491920,26714,19212443,64.0
SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,2022-05-13,ITB002200385,"1,936",32.9,308183607,57988,30736731,64.0
Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,2019-01-18,GBUM71808052,"1,935",32.9,1016283394,103794,41086368,68.0
Bodak Yellow,Bodak Yellow,Cardi B,2017-06-16,USAT21701762,"1,932",32.9,894360950,99270,29301256,66.0
Mourning,Mourning,Post Malone,2023-05-19,USUM72306015,"1,938",32.9,160305133,35523,3552008,62.0
300 Noches,300 Noches,Belinda,2024-04-25,MXF152301940,"1,937",32.9,51637997,2090,37145336,78.0
How Do You Sleep?,How Do You Sleep?,Sam Smith,2019-07-19,GBUM71902381,"1,931",32.9,972593978,84347,25942681,62.0
Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600120,"1,943",32.8,1480311407,162952,72991098,78.0
GATITAS SANDUNGUERAS VOL.1,GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,2024-05-16,USUM72401566,"1,946",32.7,41517704,2895,85480305,79.0
Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,2020-09-25,USTB12000152,"1,945",32.7,1675750095,506,66189,25.0
LOST!,"Right Place, Wrong Person",RM,2024-05-24,USA2P2421303,"1,958",32.6,31453044,763,32866636,80.0
Stay (with Alessia Cara),Stay,Zedd,2017-02-23,USUM71700736,"1,949",32.6,1224136357,115858,34379868,70.0
YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,USUYG1142051,"1,950",32.6,442472374,85567,16713395,68.0
"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,2021-12-13,INS182116086,"1,957",32.6,50831625,3101,1472504,49.0
Black And Yellow,Black And Yellow,Wiz Khalifa,2010-09-14,USAT21001800,"1,960",32.6,636986949,141343,32621464,69.0
Sahara,Sahara,Hensonn,2021-11-16,QMDA72134986,"1,953",32.6,274961162,80300,27332775,67.0
The Search,The Search,NF,2019-05-30,USUM71907048,"1,951",32.6,582823215,115214,15719606,69.0
wiggy,wiggy,Young Miko,2023-07-21,QZXD92300012,"1,962",32.5,135841710,22636,7652807,61.0
Nxde,I love,(G)I-DLE,2022-10-17,KRA392200038,"1,969",32.5,242708368,24028,7729486,66.0
Vaina Loca,Vaina Loca,Ozuna,2018-06-28,USXDR1800901,"1,963",32.5,818413674,68379,22527293,68.0
Pure Water (with Migos),Pure Water (with Migos),Mustard,2019-01-16,USUM71823137,"1,971",32.5,726877512,145514,22684851,66.0
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,2024-03-14,BXKG22400584,"1,967",32.5,44365910,3206,27886603,75.0
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023-06-22,USAT22306162,"1,964",32.5,470358238,7198,2204206,51.0
Hell N Back,Hell N Back (Sped Up),Bakar,2019-08-14,GBARL1900848,"1,975",32.4,512194074,180810,58052469,71.0
Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,2023-05-26,USQX92303185,"1,978",32.4,132870060,27561,8424250,69.0
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,2019-11-16,INS181905489,"1,976",32.4,86910140,8749,2989865,56.0
Shotgun,Staying at Tamara's,George Ezra,2018-03-23,GBARL1701372,"1,980",32.4,930662973,130768,32965801,71.0
Rolex,Rolex,Ayo & Teo,2017-03-15,USSM11702948,"1,996",32.3,491634627,75806,13437276,62.0
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,2023-12-22,GBUM72310662,"1,995",32.3,76959761,18706,48962409,76.0
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,2023-08-18,USRC12302098,"2,000",32.3,190634973,37824,13018777,79.0
I'm a Mess,I'm a Mess,Bebe Rexha,2018-06-15,USWB11800739,"1,987",32.3,671869078,64411,10816170,65.0
After Party,Heaven Or Hell,Don Toliver,2020-03-13,USAT22001223,"2,005",32.2,706711575,170468,34103511,69.0
Buy Dirt,Buy Dirt,Jordan Davis,2021-05-21,USUM72104058,"2,007",32.2,457254811,51641,18836339,77.0
Mamichula - con Nicki Nicole,Atrevido,Trueno,2020-07-23,ARRWN2000010,"2,013",32.1,515582705,65906,17187107,76.0
FAKE LOVE,Love Yourself ï¿½ï¿½ï¿½ 'A,BTS,2018-08-24,QM6MZ1886138,"2,010",32.1,800203170,9924,2885625,57.0
The Perfect Girl,The Perfect Girl,Mareux,2019-10-13,QZF8N1986577,"2,018",32.1,402007889,119524,26655185,72.0
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,2022-09-14,USUM72217627,"2,012",32.1,289624210,36819,10542649,70.0
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703088,"2,014",32.1,1343672718,207632,54635449,79.0
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,2017-06-14,PTVI11700181,"2,019",32.1,191584138,1656,120121,34.0
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,2023-11-17,QZTBF2315869,"2,021",32.1,139208438,13863,30279318,77.0
soso,Boy Alone,Omah Lay,2022-06-24,USWB12201878,"2,017",32.1,167668390,54358,6297689,71.0
You Say,You Say,Lauren Daigle,2018-07-13,US8391800158,"2,033",32.0,542480898,81834,23568889,68.0
Watch The World Burn,Watch The World Burn,Falling In Reverse,2023-01-31,USEP42231004,"2,029",32.0,137204273,42638,4064739,69.0
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,2023-07-17,QMBZ92351475,"2,030",32.0,143053873,6149,3893159,61.0
Love Songs - Bonus,Love Songs,Kaash Paige,2018-11-19,QZES71881447,"2,031",32.0,478086665,80058,16908119,73.0
LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,2023-11-17,DEE862301931,"2,034",32.0,125445403,28349,90192884,77.0
Parce (feat. Justin Quiles),Parce (feat. Justin Quiles),Maluma,2020-08-20,USSD12000217,"2,046",31.9,423582537,58315,14632113,61.0
ýýCuýýl Es Su Nombre?,El De La Nueva Baby,Lucky Brown,2023-09-14,CLA1D2300086,"2,041",31.9,83521812,10789,6141307,66.0
Borro Cassette,Borro Cassette,Maluma,2015-06-29,USSD11500124,"2,045",31.9,761287318,58967,27208424,76.0
Wild Thoughts,Wild Thoughts,DJ Khaled,2017-06-16,USSM11705088,"2,043",31.9,1164638213,145513,45841172,74.0
L'ULTIMA POESIA,L'ULTIMA POESIA - Single,Geolier,2024-03-22,ITQ002400247,"2,044",31.9,41788648,2056,4977329,72.0
Where Are ï¿½ï¿½ Now (with Justin Bie,Skrillex and Diplo present Jack ï¿,Jack ï¿,2015-02-24,USAT21500555,"2,036",31.9,1100392417,117948,37006559,69.0
